,ItemCode,CategoryCode,Week_num,WeeklySales,Unique_ID
774,87046,category_2,7,15,87046_7
775,87046,category_2,8,7,87046_8
776,87046,category_2,9,5,87046_9
777,87046,category_2,10,7,87046_10
778,87046,category_2,11,17,87046_11
779,87046,category_2,12,12,87046_12
780,87046,category_2,13,17,87046_13
781,87046,category_2,14,18,87046_14
782,87046,category_2,15,7,87046_15
783,87046,category_2,16,13,87046_16
784,87046,category_2,17,10,87046_17
785,87559,category_2,1,8,87559_1
786,87559,category_2,2,30,87559_2
787,87559,category_2,3,11,87559_3
788,87559,category_2,4,18,87559_4
789,87559,category_2,5,21,87559_5
790,87559,category_2,6,13,87559_6
791,87559,category_2,7,14,87559_7
792,87559,category_2,8,24,87559_8
793,87559,category_2,9,14,87559_9
794,87559,category_2,10,15,87559_10
795,87559,category_2,11,15,87559_11
796,87559,category_2,12,48,87559_12
797,87559,category_2,13,34,87559_13
798,87559,category_2,14,54,87559_14
799,87559,category_2,15,28,87559_15
800,87559,category_2,16,31,87559_16
801,87559,category_2,17,18,87559_17
802,87559,category_2,18,31,87559_18
803,87559,category_2,19,29,87559_19
804,87559,category_2,20,30,87559_20
805,88450,category_3,1,65,88450_1
806,88450,category_3,2,91,88450_2
807,88450,category_3,3,139,88450_3
808,88450,category_3,4,64,88450_4
809,88450,category_3,5,137,88450_5
810,88450,category_3,6,142,88450_6
811,88450,category_3,7,123,88450_7
812,88450,category_3,8,93,88450_8
813,88450,category_3,9,115,88450_9
814,88450,category_3,10,48,88450_10
815,88450,category_3,11,99,88450_11
816,88450,category_3,12,61,88450_12
817,88450,category_3,13,111,88450_13
818,88450,category_3,14,106,88450_14
819,88450,category_3,15,30,88450_15
820,88450,category_3,16,85,88450_16
821,88450,category_3,17,83,88450_17
822,88450,category_3,18,85,88450_18
823,88450,category_3,19,74,88450_19
824,88450,category_3,20,96,88450_20
825,99079,category_2,1,9,99079_1
826,99079,category_2,2,20,99079_2
827,99079,category_2,3,13,99079_3
828,99079,category_2,4,12,99079_4
829,99079,category_2,5,23,99079_5
830,99079,category_2,6,25,99079_6
831,99079,category_2,7,15,99079_7
832,99079,category_2,8,19,99079_8
833,99079,category_2,9,32,99079_9
834,99079,category_2,10,21,99079_10
835,99079,category_2,11,17,99079_11
836,99079,category_2,12,14,99079_12
837,99079,category_2,13,35,99079_13
838,99079,category_2,14,21,99079_14
839,99079,category_2,15,23,99079_15
840,99079,category_2,16,12,99079_16
841,99079,category_2,17,36,99079_17
842,99079,category_2,18,16,99079_18
843,99079,category_2,19,16,99079_19
844,99079,category_2,20,17,99079_20
845,110320,category_2,1,13,110320_1
846,110320,category_2,2,37,110320_2
847,110320,category_2,3,36,110320_3
848,110320,category_2,4,22,110320_4
849,110320,category_2,5,48,110320_5
850,110320,category_2,6,49,110320_6
851,110320,category_2,7,38,110320_7
852,110320,category_2,8,40,110320_8
853,110320,category_2,9,50,110320_9
854,110320,category_2,10,54,110320_10
855,110320,category_2,11,53,110320_11
856,110320,category_2,12,58,110320_12
857,110320,category_2,13,47,110320_13
858,110320,category_2,14,48,110320_14
859,110320,category_2,15,47,110320_15
860,110320,category_2,16,54,110320_16
861,110320,category_2,17,52,110320_17
862,110320,category_2,18,46,110320_18
863,110320,category_2,19,28,110320_19
864,110320,category_2,20,31,110320_20
865,111382,category_2,1,8,111382_1
866,111382,category_2,2,24,111382_2
867,111382,category_2,3,21,111382_3
868,111382,category_2,4,11,111382_4
869,111382,category_2,5,18,111382_5
870,111382,category_2,6,11,111382_6
871,111382,category_2,7,15,111382_7
872,111382,category_2,8,10,111382_8
873,111382,category_2,9,16,111382_9
874,111382,category_2,10,16,111382_10
875,111382,category_2,11,15,111382_11
876,111382,category_2,12,7,111382_12
877,111382,category_2,13,7,111382_13
878,111382,category_2,14,18,111382_14
879,111382,category_2,15,9,111382_15
880,111382,category_2,16,11,111382_16
881,111382,category_2,17,9,111382_17
882,111382,category_2,18,11,111382_18
883,111382,category_2,19,13,111382_19
884,111382,category_2,20,10,111382_20
885,111436,category_2,1,3,111436_1
886,111436,category_2,2,6,111436_2
887,111436,category_2,3,11,111436_3
888,111436,category_2,4,6,111436_4
889,111436,category_2,5,6,111436_5
890,111436,category_2,6,2,111436_6
891,111436,category_2,7,5,111436_7
892,111436,category_2,8,4,111436_8
893,111436,category_2,9,8,111436_9
894,111436,category_2,10,20,111436_10
895,111436,category_2,11,14,111436_11
896,111436,category_2,12,14,111436_12
897,111436,category_2,13,8,111436_13
898,111436,category_2,14,19,111436_14
899,111436,category_2,15,6,111436_15
900,111436,category_2,16,13,111436_16
901,111436,category_2,17,17,111436_17
902,111436,category_2,18,7,111436_18
903,111436,category_2,19,9,111436_19
904,111436,category_2,20,9,111436_20
905,117610,category_2,1,4,117610_1
906,117610,category_2,2,11,117610_2
907,117610,category_2,3,11,117610_3
908,117610,category_2,4,14,117610_4
909,117610,category_2,5,27,117610_5
910,117610,category_2,6,65,117610_6
911,117610,category_2,7,29,117610_7
912,117610,category_2,8,21,117610_8
913,117610,category_2,9,26,117610_9
914,117610,category_2,10,7,117610_10
915,117610,category_2,11,4,117610_11
916,117610,category_2,12,28,117610_12
917,117610,category_2,13,8,117610_13
918,117610,category_2,14,11,117610_14
919,117610,category_2,15,6,117610_15
920,117610,category_2,16,11,117610_16
921,117610,category_2,17,6,117610_17
922,117610,category_2,18,7,117610_18
923,117610,category_2,19,10,117610_19
924,117610,category_2,20,7,117610_20
925,118033,category_2,1,7,118033_1
926,118033,category_2,2,7,118033_2
927,118033,category_2,3,12,118033_3
928,118033,category_2,4,12,118033_4
929,118033,category_2,5,13,118033_5
930,118033,category_2,6,11,118033_6
931,118033,category_2,7,16,118033_7
932,118033,category_2,8,16,118033_8
933,118033,category_2,9,12,118033_9
934,118033,category_2,10,11,118033_10
935,118033,category_2,11,8,118033_11
936,118033,category_2,12,11,118033_12
937,118033,category_2,13,13,118033_13
938,118033,category_2,14,37,118033_14
939,118033,category_2,15,27,118033_15
940,118033,category_2,16,14,118033_16
941,118033,category_2,17,14,118033_17
942,118033,category_2,18,21,118033_18
943,118033,category_2,19,18,118033_19
944,118033,category_2,20,8,118033_20
945,119554,category_1,1,26,119554_1
946,119554,category_1,2,108,119554_2
947,119554,category_1,3,120,119554_3
948,119554,category_1,4,110,119554_4
949,119554,category_1,5,109,119554_5
950,119554,category_1,6,137,119554_6
951,119554,category_1,7,127,119554_7
952,119554,category_1,8,139,119554_8
953,119554,category_1,9,217,119554_9
954,119554,category_1,10,166,119554_10
955,119554,category_1,11,207,119554_11
956,119554,category_1,12,140,119554_12
957,119554,category_1,13,184,119554_13
958,119554,category_1,14,164,119554_14
959,119554,category_1,15,265,119554_15
960,119554,category_1,16,196,119554_16
961,119554,category_1,17,196,119554_17
962,119554,category_1,18,150,119554_18
963,119554,category_1,19,192,119554_19
964,119554,category_1,20,140,119554_20
965,123307,category_4,1,242,123307_1
966,123307,category_4,2,569,123307_2
967,123307,category_4,3,493,123307_3
968,123307,category_4,4,378,123307_4
969,123307,category_4,5,552,123307_5
970,123307,category_4,6,330,123307_6
971,123307,category_4,7,397,123307_7
972,123307,category_4,8,332,123307_8
973,123307,category_4,9,409,123307_9
974,123307,category_4,10,400,123307_10
975,123307,category_4,11,396,123307_11
976,123307,category_4,12,516,123307_12
977,123307,category_4,13,683,123307_13
978,123307,category_4,14,731,123307_14
979,123307,category_4,15,632,123307_15
980,123307,category_4,16,539,123307_16
981,123307,category_4,17,527,123307_17
982,123307,category_4,18,356,123307_18
983,123307,category_4,19,376,123307_19
984,123307,category_4,20,555,123307_20
985,124774,category_1,1,3,124774_1
986,124774,category_1,2,26,124774_2
987,124774,category_1,3,25,124774_3
988,124774,category_1,4,23,124774_4
989,124774,category_1,5,19,124774_5
990,124774,category_1,6,22,124774_6
991,124774,category_1,7,15,124774_7
992,124774,category_1,8,25,124774_8
993,124774,category_1,9,20,124774_9
994,124774,category_1,10,24,124774_10
995,124774,category_1,11,27,124774_11
996,124774,category_1,12,49,124774_12
997,124774,category_1,13,17,124774_13
998,124774,category_1,14,25,124774_14
999,124774,category_1,15,21,124774_15
1000,124774,category_1,16,49,124774_16
1001,124774,category_1,17,20,124774_17
1002,124774,category_1,18,2,124774_18
1003,124774,category_1,20,7,124774_20
1004,124954,category_2,1,7,124954_1
1005,124954,category_2,2,9,124954_2
1006,124954,category_2,3,13,124954_3
1007,124954,category_2,4,18,124954_4
1008,124954,category_2,5,31,124954_5
1009,124954,category_2,6,39,124954_6
1010,124954,category_2,7,35,124954_7
1011,124954,category_2,8,49,124954_8
1012,124954,category_2,9,23,124954_9
1013,124954,category_2,10,15,124954_10
1014,124954,category_2,11,14,124954_11
1015,124954,category_2,12,19,124954_12
1016,124954,category_2,13,12,124954_13
1017,124954,category_2,14,17,124954_14
1018,124954,category_2,15,20,124954_15
1019,124954,category_2,16,13,124954_16
1020,124954,category_2,17,8,124954_17
1021,124954,category_2,18,30,124954_18
1022,124954,category_2,19,27,124954_19
1023,124954,category_2,20,32,124954_20
1024,130993,category_2,1,7,130993_1
1025,130993,category_2,2,19,130993_2
1026,130993,category_2,3,7,130993_3
1027,130993,category_2,4,13,130993_4
1028,130993,category_2,5,7,130993_5
1029,130993,category_2,6,43,130993_6
1030,130993,category_2,7,37,130993_7
1031,130993,category_2,8,41,130993_8
1032,130993,category_2,9,7,130993_9
1033,130993,category_2,10,7,130993_10
1034,130993,category_2,11,12,130993_11
1035,130993,category_2,12,5,130993_12
1036,130993,category_2,13,15,130993_13
1037,130993,category_2,14,29,130993_14
1038,130993,category_2,15,8,130993_15
1039,130993,category_2,16,29,130993_16
1040,130993,category_2,17,25,130993_17
1041,130993,category_2,18,12,130993_18
1042,130993,category_2,19,6,130993_19
1043,130993,category_2,20,45,130993_20
1044,131983,category_3,1,18,131983_1
1045,131983,category_3,2,44,131983_2
1046,131983,category_3,3,40,131983_3
1047,131983,category_3,4,33,131983_4
1048,131983,category_3,5,20,131983_5
1049,131983,category_3,6,30,131983_6
1050,131983,category_3,7,31,131983_7
1051,131983,category_3,8,55,131983_8
1052,131983,category_3,9,32,131983_9
1053,131983,category_3,10,30,131983_10
1054,131983,category_3,11,39,131983_11
1055,131983,category_3,12,33,131983_12
1056,131983,category_3,13,45,131983_13
1057,131983,category_3,14,41,131983_14
1058,131983,category_3,15,37,131983_15
1059,131983,category_3,16,24,131983_16
1060,131983,category_3,17,29,131983_17
1061,131983,category_3,18,39,131983_18
1062,131983,category_3,19,31,131983_19
1063,131983,category_3,20,37,131983_20
1064,132028,category_2,1,97,132028_1
1065,132028,category_2,2,133,132028_2
1066,132028,category_2,3,132,132028_3
1067,132028,category_2,4,109,132028_4
1068,132028,category_2,5,154,132028_5
1069,132028,category_2,6,211,132028_6
1070,132028,category_2,7,193,132028_7
1071,132028,category_2,8,108,132028_8
1072,132028,category_2,9,225,132028_9
1073,132028,category_2,10,219,132028_10
1074,132028,category_2,11,127,132028_11
1075,132028,category_2,12,113,132028_12
1076,132028,category_2,13,140,132028_13
1077,132028,category_2,14,86,132028_14
1078,132028,category_2,15,143,132028_15
1079,132028,category_2,16,147,132028_16
1080,132028,category_2,17,198,132028_17
1081,132028,category_2,18,227,132028_18
1082,132028,category_2,19,117,132028_19
1083,132028,category_2,20,142,132028_20
1084,132334,category_3,1,11,132334_1
1085,132334,category_3,2,14,132334_2
1086,132334,category_3,3,20,132334_3
1087,132334,category_3,4,11,132334_4
1088,132334,category_3,5,7,132334_5
1089,132334,category_3,6,12,132334_6
1090,132334,category_3,7,20,132334_7
1091,132334,category_3,8,19,132334_8
1092,132334,category_3,9,42,132334_9
1093,132334,category_3,10,44,132334_10
1094,132334,category_3,11,34,132334_11
1095,132334,category_3,12,31,132334_12
1096,132334,category_3,13,25,132334_13
1097,132334,category_3,14,37,132334_14
1098,132334,category_3,15,29,132334_15
1099,132334,category_3,16,22,132334_16
1100,132334,category_3,17,23,132334_17
1101,132334,category_3,18,16,132334_18
1102,132334,category_3,19,15,132334_19
1103,132334,category_3,20,13,132334_20
1104,138742,category_2,1,9,138742_1
1105,138742,category_2,2,36,138742_2
1106,138742,category_2,3,21,138742_3
1107,138742,category_2,4,13,138742_4
1108,138742,category_2,5,30,138742_5
1109,138742,category_2,6,24,138742_6
1110,138742,category_2,7,20,138742_7
1111,138742,category_2,8,25,138742_8
1112,138742,category_2,9,22,138742_9
1113,138742,category_2,10,34,138742_10
1114,138742,category_2,11,24,138742_11
1115,138742,category_2,12,34,138742_12
1116,138742,category_2,13,27,138742_13
1117,138742,category_2,14,15,138742_14
1118,138742,category_2,15,21,138742_15
1119,138742,category_2,16,14,138742_16
1120,138742,category_2,17,42,138742_17
1121,138742,category_2,18,22,138742_18
1122,138742,category_2,19,18,138742_19
1123,138742,category_2,20,20,138742_20
1124,142756,category_1,1,10,142756_1
1125,142756,category_1,2,43,142756_2
1126,142756,category_1,3,31,142756_3
1127,142756,category_1,4,45,142756_4
1128,142756,category_1,5,33,142756_5
1129,142756,category_1,6,35,142756_6
1130,142756,category_1,7,28,142756_7
1131,142756,category_1,8,28,142756_8
1132,142756,category_1,9,38,142756_9
1133,142756,category_1,10,26,142756_10
1134,142756,category_1,11,19,142756_11
1135,142756,category_1,12,47,142756_12
1136,142756,category_1,13,47,142756_13
1137,142756,category_1,14,33,142756_14
1138,142756,category_1,15,34,142756_15
1139,142756,category_1,16,62,142756_16
1140,142756,category_1,17,63,142756_17
1141,142756,category_1,18,48,142756_18
1142,142756,category_1,19,28,142756_19
1143,142756,category_1,20,83,142756_20
1144,145330,category_1,1,7,145330_1
1145,145330,category_1,2,11,145330_2
1146,145330,category_1,3,20,145330_3
1147,145330,category_1,4,6,145330_4
1148,145330,category_1,5,9,145330_5
1149,145330,category_1,6,3,145330_6
1150,145330,category_1,7,8,145330_7
1151,145330,category_1,8,10,145330_8
1152,145330,category_1,9,9,145330_9
1153,145330,category_1,10,21,145330_10
1154,145330,category_1,11,15,145330_11
1155,145330,category_1,12,20,145330_12
1156,145330,category_1,13,24,145330_13
1157,145330,category_1,14,15,145330_14
1158,145330,category_1,15,17,145330_15
1159,145330,category_1,16,9,145330_16
1160,145330,category_1,17,14,145330_17
1161,145330,category_1,18,16,145330_18
1162,145330,category_1,19,10,145330_19
1163,145330,category_1,20,11,145330_20
1164,145978,category_1,1,20,145978_1
1165,145978,category_1,2,35,145978_2
1166,145978,category_1,3,32,145978_3
1167,145978,category_1,4,34,145978_4
1168,145978,category_1,5,31,145978_5
1169,145978,category_1,6,27,145978_6
1170,145978,category_1,7,23,145978_7
1171,145978,category_1,8,30,145978_8
1172,145978,category_1,9,44,145978_9
1173,145978,category_1,10,49,145978_10
1174,145978,category_1,11,31,145978_11
1175,145978,category_1,12,56,145978_12
1176,145978,category_1,13,46,145978_13
1177,145978,category_1,14,38,145978_14
1178,145978,category_1,15,49,145978_15
1179,145978,category_1,16,32,145978_16
1180,145978,category_1,17,41,145978_17
1181,145978,category_1,18,51,145978_18
1182,145978,category_1,19,33,145978_19
1183,145978,category_1,20,32,145978_20
1184,169504,category_3,1,311,169504_1
1185,169504,category_3,2,780,169504_2
1186,169504,category_3,3,511,169504_3
1187,169504,category_3,4,808,169504_4
1188,169504,category_3,5,685,169504_5
1189,169504,category_3,6,664,169504_6
1190,169504,category_3,7,686,169504_7
1191,169504,category_3,8,720,169504_8
1192,169504,category_3,9,676,169504_9
1193,169504,category_3,10,604,169504_10
1194,169504,category_3,11,697,169504_11
1195,169504,category_3,12,737,169504_12
1196,169504,category_3,13,534,169504_13
1197,169504,category_3,14,662,169504_14
1198,169504,category_3,15,635,169504_15
1199,169504,category_3,16,507,169504_16
1200,169504,category_3,17,515,169504_17
1201,169504,category_3,18,689,169504_18
1202,169504,category_3,19,271,169504_19
1203,169504,category_3,20,371,169504_20
1204,172033,category_2,1,18,172033_1
1205,172033,category_2,2,44,172033_2
1206,172033,category_2,3,20,172033_3
1207,172033,category_2,4,22,172033_4
1208,172033,category_2,5,47,172033_5
1209,172033,category_2,6,178,172033_6
1210,172033,category_2,7,177,172033_7
1211,172033,category_2,8,99,172033_8
1212,172033,category_2,9,77,172033_9
1213,172033,category_2,10,12,172033_10
1214,172033,category_2,11,15,172033_11
1215,172033,category_2,12,23,172033_12
1216,172033,category_2,13,13,172033_13
1217,172033,category_2,14,10,172033_14
1218,172033,category_2,15,19,172033_15
1219,172033,category_2,16,7,172033_16
1220,172033,category_2,17,9,172033_17
1221,172033,category_2,18,11,172033_18
1222,172033,category_2,19,16,172033_19
1223,172033,category_2,20,5,172033_20
1224,172582,category_2,1,13,172582_1
1225,172582,category_2,2,18,172582_2
1226,172582,category_2,3,17,172582_3
1227,172582,category_2,4,12,172582_4
1228,172582,category_2,5,26,172582_5
1229,172582,category_2,6,16,172582_6
1230,172582,category_2,7,9,172582_7
1231,172582,category_2,8,13,172582_8
1232,172582,category_2,9,25,172582_9
1233,172582,category_2,10,28,172582_10
1234,172582,category_2,11,39,172582_11
1235,172582,category_2,12,17,172582_12
1236,172582,category_2,13,16,172582_13
1237,172582,category_2,14,18,172582_14
1238,172582,category_2,15,24,172582_15
1239,172582,category_2,16,23,172582_16
1240,172582,category_2,17,16,172582_17
1241,172582,category_2,18,21,172582_18
1242,172582,category_2,19,14,172582_19
1243,172582,category_2,20,16,172582_20
1244,173617,category_2,1,7,173617_1
1245,173617,category_2,2,21,173617_2
1246,173617,category_2,3,24,173617_3
1247,173617,category_2,4,18,173617_4
1248,173617,category_2,5,26,173617_5
1249,173617,category_2,6,16,173617_6
1250,173617,category_2,8,6,173617_8
1251,173617,category_2,9,12,173617_9
1252,173617,category_2,10,18,173617_10
1253,173617,category_2,11,14,173617_11
1254,173617,category_2,12,90,173617_12
1255,173617,category_2,13,23,173617_13
1256,173617,category_2,14,41,173617_14
1257,173617,category_2,15,44,173617_15
1258,173617,category_2,16,29,173617_16
1259,173617,category_2,17,12,173617_17
1260,173617,category_2,18,22,173617_18
1261,173617,category_2,19,17,173617_19
1262,173617,category_2,20,18,173617_20
1263,174436,category_2,1,35,174436_1
1264,174436,category_2,2,64,174436_2
1265,174436,category_2,3,60,174436_3
1266,174436,category_2,4,69,174436_4
1267,174436,category_2,5,85,174436_5
1268,174436,category_2,6,62,174436_6
1269,174436,category_2,7,73,174436_7
1270,174436,category_2,8,47,174436_8
1271,174436,category_2,9,90,174436_9
1272,174436,category_2,10,63,174436_10
1273,174436,category_2,11,45,174436_11
1274,174436,category_2,12,51,174436_12
1275,174436,category_2,13,41,174436_13
1276,174436,category_2,14,37,174436_14
1277,174436,category_2,15,41,174436_15
1278,174436,category_2,16,45,174436_16
1279,174436,category_2,17,45,174436_17
1280,174436,category_2,18,62,174436_18
1281,174436,category_2,19,61,174436_19
1282,174436,category_2,20,47,174436_20
1283,210868,category_2,2,11,210868_2
1284,210868,category_2,3,9,210868_3
1285,210868,category_2,5,6,210868_5
1286,210868,category_2,6,8,210868_6
1287,210868,category_2,7,5,210868_7
1288,210868,category_2,8,5,210868_8
1289,210868,category_2,9,6,210868_9
1290,210868,category_2,10,14,210868_10
1291,210868,category_2,11,5,210868_11
1292,210868,category_2,12,7,210868_12
1293,210868,category_2,13,10,210868_13
1294,210868,category_2,14,6,210868_14
1295,210868,category_2,15,8,210868_15
1296,210868,category_2,16,16,210868_16
1297,210868,category_2,17,12,210868_17
1298,210868,category_2,18,11,210868_18
1299,210868,category_2,19,14,210868_19
1300,210868,category_2,20,4,210868_20
1301,211309,category_2,1,11,211309_1
1302,211309,category_2,2,12,211309_2
1303,211309,category_2,3,24,211309_3
1304,211309,category_2,4,10,211309_4
1305,211309,category_2,5,10,211309_5
1306,211309,category_2,6,10,211309_6
1307,211309,category_2,7,13,211309_7
1308,211309,category_2,8,25,211309_8
1309,211309,category_2,9,9,211309_9
1310,211309,category_2,10,12,211309_10
1311,211309,category_2,11,12,211309_11
1312,211309,category_2,12,19,211309_12
1313,211309,category_2,13,11,211309_13
1314,211309,category_2,14,7,211309_14
1315,211309,category_2,15,7,211309_15
1316,211309,category_2,16,3,211309_16
1317,211309,category_2,17,18,211309_17
1318,211309,category_2,18,21,211309_18
1319,211309,category_2,19,30,211309_19
1320,211309,category_2,20,14,211309_20
1321,213802,category_2,1,5,213802_1
1322,213802,category_2,2,11,213802_2
1323,213802,category_2,3,14,213802_3
1324,213802,category_2,4,11,213802_4
1325,213802,category_2,5,8,213802_5
1326,213802,category_2,6,6,213802_6
1327,213802,category_2,7,6,213802_7
1328,213802,category_2,8,3,213802_8
1329,213802,category_2,9,7,213802_9
1330,213802,category_2,10,15,213802_10
1331,213802,category_2,11,11,213802_11
1332,213802,category_2,12,9,213802_12
1333,213802,category_2,13,9,213802_13
1334,213802,category_2,14,4,213802_14
1335,213802,category_2,15,8,213802_15
1336,213802,category_2,16,9,213802_16
1337,213802,category_2,17,7,213802_17
1338,213802,category_2,18,9,213802_18
1339,213802,category_2,19,17,213802_19
1340,213802,category_2,20,7,213802_20
1341,216151,category_2,1,8,216151_1
1342,216151,category_2,2,12,216151_2
1343,216151,category_2,3,20,216151_3
1344,216151,category_2,4,18,216151_4
1345,216151,category_2,5,12,216151_5
1346,216151,category_2,6,9,216151_6
1347,216151,category_2,7,30,216151_7
1348,216151,category_2,8,19,216151_8
1349,216151,category_2,9,15,216151_9
1350,216151,category_2,10,14,216151_10
1351,216151,category_2,11,19,216151_11
1352,216151,category_2,12,14,216151_12
1353,216151,category_2,13,17,216151_13
1354,216151,category_2,14,16,216151_14
1355,216151,category_2,15,17,216151_15
1356,216151,category_2,16,23,216151_16
1357,216151,category_2,17,18,216151_17
1358,216151,category_2,18,20,216151_18
1359,216151,category_2,19,14,216151_19
1360,216151,category_2,20,13,216151_20
1361,225259,category_2,1,8,225259_1
1362,225259,category_2,2,17,225259_2
1363,225259,category_2,3,11,225259_3
1364,225259,category_2,4,15,225259_4
1365,225259,category_2,5,11,225259_5
1366,225259,category_2,6,5,225259_6
1367,225259,category_2,7,9,225259_7
1368,225259,category_2,8,10,225259_8
1369,225259,category_2,9,10,225259_9
1370,225259,category_2,10,18,225259_10
1371,225259,category_2,11,15,225259_11
1372,225259,category_2,12,14,225259_12
1373,225259,category_2,13,14,225259_13
1374,225259,category_2,14,9,225259_14
1375,225259,category_2,16,20,225259_16
1376,225259,category_2,17,14,225259_17
1377,225259,category_2,18,5,225259_18
1378,225259,category_2,19,23,225259_19
1379,225259,category_2,20,14,225259_20
1380,245581,category_4,1,24,245581_1
1381,245581,category_4,2,66,245581_2
1382,245581,category_4,3,89,245581_3
1383,245581,category_4,4,59,245581_4
1384,245581,category_4,5,111,245581_5
1385,245581,category_4,6,56,245581_6
1386,245581,category_4,7,88,245581_7
1387,245581,category_4,8,54,245581_8
1388,245581,category_4,9,76,245581_9
1389,245581,category_4,10,74,245581_10
1390,245581,category_4,11,104,245581_11
1391,245581,category_4,12,76,245581_12
1392,245581,category_4,13,93,245581_13
1393,245581,category_4,14,96,245581_14
1394,245581,category_4,15,80,245581_15
1395,245581,category_4,16,136,245581_16
1396,245581,category_4,17,118,245581_17
1397,245581,category_4,18,188,245581_18
1398,245581,category_4,19,143,245581_19
1399,245581,category_4,20,153,245581_20
1400,248272,category_2,1,14,248272_1
1401,248272,category_2,2,17,248272_2
1402,248272,category_2,6,30,248272_6
1403,248272,category_2,7,24,248272_7
1404,248272,category_2,8,29,248272_8
1405,248272,category_2,9,24,248272_9
1406,248272,category_2,10,16,248272_10
1407,248272,category_2,11,13,248272_11
1408,248272,category_2,12,16,248272_12
1409,248272,category_2,13,24,248272_13
1410,248272,category_2,14,25,248272_14
1411,248272,category_2,15,20,248272_15
1412,248272,category_2,16,26,248272_16
1413,248272,category_2,17,9,248272_17
1414,248272,category_2,18,28,248272_18
1415,248272,category_2,19,19,248272_19
1416,248272,category_2,20,19,248272_20
1417,262384,category_2,1,3,262384_1
1418,262384,category_2,2,9,262384_2
1419,262384,category_2,3,7,262384_3
1420,262384,category_2,4,13,262384_4
1421,262384,category_2,5,14,262384_5
1422,262384,category_2,6,19,262384_6
1423,262384,category_2,7,7,262384_7
1424,262384,category_2,8,15,262384_8
1425,262384,category_2,9,17,262384_9
1426,262384,category_2,10,17,262384_10
1427,262384,category_2,11,16,262384_11
1428,262384,category_2,12,19,262384_12
1429,262384,category_2,13,18,262384_13
1430,262384,category_2,14,21,262384_14
1431,262384,category_2,15,11,262384_15
1432,262384,category_2,16,20,262384_16
1433,262384,category_2,17,14,262384_17
1434,262384,category_2,18,13,262384_18
1435,262384,category_2,19,17,262384_19
1436,262384,category_2,20,16,262384_20
1437,267478,category_2,1,11,267478_1
1438,267478,category_2,2,44,267478_2
1439,267478,category_2,3,23,267478_3
1440,267478,category_2,4,9,267478_4
1441,267478,category_2,5,4,267478_5
1442,267478,category_2,6,12,267478_6
1443,267478,category_2,7,5,267478_7
1444,267478,category_2,8,5,267478_8
1445,267478,category_2,9,13,267478_9
1446,267478,category_2,10,12,267478_10
1447,267478,category_2,13,5,267478_13
1448,267478,category_2,14,10,267478_14
1449,267478,category_2,15,6,267478_15
1450,267478,category_2,16,9,267478_16
1451,267478,category_2,17,4,267478_17
1452,267478,category_2,18,6,267478_18
1453,267478,category_2,19,13,267478_19
1454,267478,category_2,20,11,267478_20
1455,267496,category_2,6,7,267496_6
1456,267496,category_2,7,15,267496_7
1457,267496,category_2,8,2,267496_8
1458,267496,category_2,9,11,267496_9
1459,267496,category_2,10,11,267496_10
1460,267496,category_2,11,15,267496_11
1461,267496,category_2,12,10,267496_12
1462,267496,category_2,13,9,267496_13
1463,267496,category_2,14,8,267496_14
1464,267496,category_2,15,10,267496_15
1465,267496,category_2,16,10,267496_16
1466,267496,category_2,17,10,267496_17
1467,267496,category_2,18,11,267496_18
1468,267496,category_2,19,15,267496_19
1469,267496,category_2,20,5,267496_20
1470,370195,category_1,1,20,370195_1
1471,370195,category_1,2,35,370195_2
1472,370195,category_1,3,26,370195_3
1473,370195,category_1,4,48,370195_4
1474,370195,category_1,5,41,370195_5
1475,370195,category_1,6,44,370195_6
1476,370195,category_1,7,63,370195_7
1477,370195,category_1,8,20,370195_8
1478,370195,category_1,9,48,370195_9
1479,370195,category_1,10,56,370195_10
1480,370195,category_1,11,90,370195_11
1481,370195,category_1,12,47,370195_12
1482,370195,category_1,13,96,370195_13
1483,370195,category_1,14,67,370195_14
1484,370195,category_1,15,57,370195_15
1485,370195,category_1,16,34,370195_16
1486,370195,category_1,17,29,370195_17
1487,370195,category_1,18,37,370195_18
1488,370195,category_1,19,56,370195_19
1489,370195,category_1,20,52,370195_20
1490,371104,category_1,1,4,371104_1
1491,371104,category_1,2,6,371104_2
1492,371104,category_1,3,6,371104_3
1493,371104,category_1,4,12,371104_4
1494,371104,category_1,5,11,371104_5
1495,371104,category_1,6,4,371104_6
1496,371104,category_1,7,6,371104_7
1497,371104,category_1,8,11,371104_8
1498,371104,category_1,9,5,371104_9
1499,371104,category_1,10,24,371104_10
1500,371104,category_1,11,9,371104_11
1501,371104,category_1,12,23,371104_12
1502,371104,category_1,13,7,371104_13
1503,371104,category_1,14,4,371104_14
1504,371104,category_1,15,10,371104_15
1505,371104,category_1,16,16,371104_16
1506,371104,category_1,17,8,371104_17
1507,371104,category_1,18,7,371104_18
1508,371104,category_1,19,6,371104_19
1509,371104,category_1,20,21,371104_20
1510,371239,category_1,1,11,371239_1
1511,371239,category_1,2,10,371239_2
1512,371239,category_1,3,8,371239_3
1513,371239,category_1,4,6,371239_4
1514,371239,category_1,5,19,371239_5
1515,371239,category_1,6,9,371239_6
1516,371239,category_1,7,6,371239_7
1517,371239,category_1,8,13,371239_8
1518,371239,category_1,9,3,371239_9
1519,371239,category_1,10,21,371239_10
1520,371239,category_1,11,17,371239_11
